schemaVersion,recordType,source_name,source_url,collectedAt,title,authors,paper_url,github_url,github_stars,published_date
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2609.06543v1,2026-09-10T06:51:30.021392+00:00,A Unified Policy Architecture (UPA): The Governance Kernel for Enterprise AI Operating Systems,Prabhu Raghav; Balamurugan Pandi; Arul Vivek; Shek Mohammed; Sridhar S,https://arxiv.org/abs/2609.06543v1,,0,2026-09-06T11:33:51Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2609.06542v1,2026-09-10T06:51:30.025527+00:00,Recovering topological information of light by topological learning,Benquan Wang; Trishita Das; Yuhan Peng; Tatjana Kleine; Shanshan Chang; Jinhui Chen; Nilo Mata-Cervera; Chunyu Li; Kelin Xia; Andrew Forbes; Yijie Shen,https://arxiv.org/abs/2609.06542v1,,0,2026-09-06T11:30:11Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2609.06540v1,2026-09-10T06:51:30.029657+00:00,SRD-GUARD: A Defense Framework of LLMs via Semantic Rewriting and Joint Multi-Model Scoring for Latent Intent Exposure,Qi Wang; Chengcheng Wan; Jiangtao Wang,https://arxiv.org/abs/2609.06540v1,,0,2026-09-06T11:26:08Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2609.06535v1,2026-09-10T06:51:30.036272+00:00,3DHarnessBench: Probing Agentic 3D-to-Code Capabilities of Frontier Vision-Language Models,Ling Liu; Bingchen Gong; Amal Dev Parakkat; Maks Ovsjanikov,https://arxiv.org/abs/2609.06535v1,,0,2026-09-06T10:59:15Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2609.06530v1,2026-09-10T06:51:30.041906+00:00,Selective Knowledge Control for Continual GUI Agent Learning over Application Streams,Zirui Shang; Xin Shu; Yang Liu; Zhi Gao; Xinxiao Wu; Lifeng Fan,https://arxiv.org/abs/2609.06530v1,,0,2026-09-06T10:50:55Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2609.06527v1,2026-09-10T06:51:30.046284+00:00,ProcArena: A Multi-Scenario Benchmark for LLMs on Direct and Interactive PL/SQL Development from Natural Language,Hang Zhang; Chaokun Wang; Yuzhi Pan; Ziyao Zhong; Shuo Cao; Yue Xue; Zeyu Huang; Xingwei Zhou; Fang Niu; Bofan Xie; Guanchen Ge; Leqi Zheng; Ziyang Liu; Xiannian Cao; Pengcheng Ge,https://arxiv.org/abs/2609.06527v1,,0,2026-09-06T10:47:47Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2609.06521v1,2026-09-10T06:51:30.050384+00:00,Not Just Oversmoothing: Detecting the Echo Chamber Effect in Graph Neural Networks,Asela Hevapathige; Ahad N. Zehmakan; Asiri Wijesinghe; Saman Halgamuge,https://arxiv.org/abs/2609.06521v1,,0,2026-09-06T10:42:28Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2609.06519v1,2026-09-10T06:51:30.054001+00:00,Role-Specific Predictive Geometries for Nonstationary Multivariate Graph-Signal Forecasting,Yanbo Chen; Anamitra Makur,https://arxiv.org/abs/2609.06519v1,,0,2026-09-06T10:29:55Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2609.06514v1,2026-09-10T06:51:30.057222+00:00,Model-Adaptive and Risk-Constrained Frequency Hopping Against Predictive Jammers,Yanbo Chen; Xinjing Zhou,https://arxiv.org/abs/2609.06514v1,,0,2026-09-06T10:17:09Z
1.0,RESEARCH_PAPER,arXiv,https://arxiv.org/abs/2609.06511v1,2026-09-10T06:51:30.060263+00:00,Bi-HYCO: Bi-Objective Cooperative Learning for PDE Parameter Identification under Fragmented Observations,Umberto Biccari; Jun Chen; Roberto Morales; Enrique Zuazua,https://arxiv.org/abs/2609.06511v1,,0,2026-09-06T09:59:44Z
