schemaVersion,recordType,source_name,source_url,collectedAt,entityName,employeeCount
1.0,STARTUP,Wikidata,http://adria-mobil.com,2026-09-10T04:44:04.119091+00:00,Adria Mobil,800
1.0,STARTUP,Wikidata,https://www.razer.com/,2026-09-10T04:44:04.120843+00:00,Razer Inc.,
1.0,STARTUP,Wikidata,http://www.yanagisawasax.co.jp,2026-09-10T04:44:04.122661+00:00,Yanagisawa Wind Instruments,
1.0,STARTUP,Wikidata,https://www.mfemediaforeurope.com/it/,2026-09-10T04:44:04.124774+00:00,Mediaset,
1.0,STARTUP,Wikidata,http://www.vno.com/,2026-09-10T04:44:04.126773+00:00,Vornado Realty Trust,
1.0,STARTUP,Wikidata,https://www.brandt-gruppe.de/,2026-09-10T04:44:04.128553+00:00,Brandt,
1.0,STARTUP,Wikidata,https://www.fourmusic.com/,2026-09-10T04:44:04.130194+00:00,Four Music,
1.0,STARTUP,Wikidata,https://www.hoya.com/,2026-09-10T04:44:04.132179+00:00,Hoya Corporation,34635
1.0,STARTUP,Wikidata,http://www.artemide.it/,2026-09-10T04:44:04.134430+00:00,Artemide,
1.0,STARTUP,Wikidata,http://www.wwireless.com/,2026-09-10T04:44:04.136366+00:00,Western Wireless Corporation,
1.0,STARTUP,Wikidata,http://www.hannstar.com,2026-09-10T04:44:04.138088+00:00,HannStar Display Corporation,
1.0,STARTUP,Wikidata,http://www.generaltire.com/,2026-09-10T04:44:04.139888+00:00,General Tire,
1.0,STARTUP,Wikidata,http://www.isep.org,2026-09-10T04:44:04.141836+00:00,International Student Exchange Programs,
1.0,STARTUP,Wikidata,http://www.mckesson.eu/,2026-09-10T04:44:04.143739+00:00,McKesson Europe AG,
1.0,STARTUP,Wikidata,https://www.mckesson.eu/mck-en,2026-09-10T04:44:04.145515+00:00,McKesson Europe AG,
1.0,STARTUP,Wikidata,https://www.ganz-holding.hu/en/,2026-09-10T04:44:04.147223+00:00,Ganz Works,
1.0,STARTUP,Wikidata,http://www.aardvarkrecords.co.uk/,2026-09-10T04:44:04.149322+00:00,Aardvark Records,
1.0,STARTUP,Wikidata,http://www.forum-media.com/,2026-09-10T04:44:04.151400+00:00,Forum Media Group,
1.0,STARTUP,Wikidata,http://www.amstrad.com/,2026-09-10T04:44:04.153293+00:00,Amstrad,
1.0,STARTUP,Wikidata,https://www.aarikka.fi/,2026-09-10T04:44:04.155102+00:00,Aarikka,
1.0,STARTUP,Wikidata,http://www.walibi.com,2026-09-10T04:44:04.156899+00:00,Walibi Group,
1.0,STARTUP,Wikidata,http://www.steelcase.com,2026-09-10T04:44:04.158983+00:00,Steelcase,
1.0,STARTUP,Wikidata,http://www.sigmasport.com/fr/startseite/,2026-09-10T04:44:04.160851+00:00,SIGMA Elektro,
1.0,STARTUP,Wikidata,https://sigma.bike,2026-09-10T04:44:04.162579+00:00,SIGMA Elektro,
1.0,STARTUP,Wikidata,https://sw.aveva.com/monitor-and-control/hmi-supervisory-and-control/citect-scada,2026-09-10T04:44:04.164367+00:00,Citect,
1.0,STARTUP,Wikidata,https://www.hawe.com/,2026-09-10T04:44:04.166432+00:00,HAWE Hydraulik SE,
1.0,STARTUP,Wikidata,https://www.beckmancoulter.com/,2026-09-10T04:44:04.168459+00:00,Beckman Coulter,
1.0,STARTUP,Wikidata,http://pl.dbcargo.com,2026-09-10T04:44:04.170379+00:00,DB Cargo Polska,
1.0,STARTUP,Wikidata,https://fella.eu/,2026-09-10T04:44:04.172202+00:00,AGCO GmbH,
1.0,STARTUP,Wikidata,https://www.ig.com,2026-09-10T04:44:04.174462+00:00,IG Group,
1.0,STARTUP,Wikidata,http://lovefilm.de,2026-09-10T04:44:04.176542+00:00,LoveFilm,
1.0,STARTUP,Wikidata,http://www.sappi.com/,2026-09-10T04:44:04.178392+00:00,Sappi,
1.0,STARTUP,Wikidata,https://www.acer-group.com/,2026-09-10T04:44:04.180134+00:00,Acer,7240
1.0,STARTUP,Wikidata,http://www.americamovil.com/amx/en/,2026-09-10T04:44:04.182092+00:00,América Móvil,176083
1.0,STARTUP,Wikidata,https://www.anpost.com/,2026-09-10T04:44:04.184403+00:00,An Post,11832
1.0,STARTUP,Wikidata,https://www.anpost.com/?lang=ga-ie,2026-09-10T04:44:04.186293+00:00,An Post,11832
1.0,STARTUP,Wikidata,https://www.fila.com/regionselector,2026-09-10T04:44:04.187965+00:00,"Fila, Inc.",
1.0,STARTUP,Wikidata,https://office.hancom.com,2026-09-10T04:44:04.189793+00:00,Hancom,
1.0,STARTUP,Wikidata,http://www.softmax.co.kr,2026-09-10T04:44:04.191850+00:00,Softmax,
1.0,STARTUP,Wikidata,http://www.lgdisplay.com/,2026-09-10T04:44:04.193581+00:00,LG Display,
1.0,STARTUP,Wikidata,http://www.hysco.com/,2026-09-10T04:44:04.195351+00:00,Hyundai Hysco,
1.0,STARTUP,Wikidata,http://www.krmotors.com/,2026-09-10T04:44:04.197077+00:00,KR Motors,
1.0,STARTUP,Wikidata,http://english.hhi.co.kr/,2026-09-10T04:44:04.199167+00:00,HD Hyundai Heavy Industries,24400
1.0,STARTUP,Wikidata,https://www.hhi.co.kr/,2026-09-10T04:44:04.201258+00:00,HD Hyundai Heavy Industries,24400
1.0,STARTUP,Wikidata,http://www.koreapost.go.kr/,2026-09-10T04:44:04.203205+00:00,Korea Post,
1.0,STARTUP,Wikidata,http://www.anadarko.com/,2026-09-10T04:44:04.205062+00:00,Anadarko Petroleum,6100
1.0,STARTUP,Wikidata,https://www.humaxdigital.com,2026-09-10T04:44:04.206879+00:00,Humax,
1.0,STARTUP,Wikidata,https://www.ibk.co.kr/,2026-09-10T04:44:04.208863+00:00,Industrial Bank of Korea,
1.0,STARTUP,Wikidata,http://www.pyeonghwamotors.com/,2026-09-10T04:44:04.210691+00:00,Pyeonghwa Motors,
1.0,STARTUP,Wikidata,https://www.nike.com/,2026-09-10T04:44:04.212384+00:00,Nike,76700
1.0,STARTUP,Wikidata,http://www.posco.com,2026-09-10T04:44:04.214099+00:00,POSCO,37225
1.0,STARTUP,Wikidata,http://stonemusicent.net/,2026-09-10T04:44:04.216182+00:00,Stone Music Entertainment,
1.0,STARTUP,Wikidata,https://www.hanabank.com/,2026-09-10T04:44:04.218169+00:00,Hana Bank,
1.0,STARTUP,Wikidata,https://www.woorifg.com/eng/main/index.do,2026-09-10T04:44:04.219946+00:00,Woori Financial Group,
1.0,STARTUP,Wikidata,http://zeroturnaround.com,2026-09-10T04:44:04.221661+00:00,ZeroTurnaround,
1.0,STARTUP,Wikidata,https://www.analog.com/,2026-09-10T04:44:04.223434+00:00,Analog Devices,9200
1.0,STARTUP,Wikidata,http://www.sntmotiv.com/eng/main/main.html,2026-09-10T04:44:04.225623+00:00,SNT Motiv,
1.0,STARTUP,Wikidata,https://analytica.de/,2026-09-10T04:44:04.227533+00:00,Analytica,
1.0,STARTUP,Wikidata,https://www.redhat.com/,2026-09-10T04:44:04.229334+00:00,Red Hat,19000
1.0,STARTUP,Wikidata,http://www.soribada.com/,2026-09-10T04:44:04.231003+00:00,Soribada,
1.0,STARTUP,Wikidata,http://www.maiet.co.kr/,2026-09-10T04:44:04.233033+00:00,MAIET Entertainment,
1.0,STARTUP,Wikidata,http://www.kt.com/eng/,2026-09-10T04:44:04.235298+00:00,KT Corporation,
1.0,STARTUP,Wikidata,https://www.kt.com/,2026-09-10T04:44:04.237118+00:00,KT Corporation,
1.0,STARTUP,Wikidata,https://www.radiotjanst.se/,2026-09-10T04:44:05.427001+00:00,Radiotjänst i Kiruna,
1.0,STARTUP,Wikidata,http://www.allergan.com/,2026-09-10T04:44:05.431189+00:00,"Allergan, Inc.",
1.0,STARTUP,Wikidata,https://www.electroluxgroup.com/,2026-09-10T04:44:05.435585+00:00,Electrolux,47543
1.0,STARTUP,Wikidata,http://www.landsecurities.co.uk,2026-09-10T04:44:05.438724+00:00,Land Securities,
1.0,STARTUP,Wikidata,https://cz.vapiano.com,2026-09-10T04:44:05.441821+00:00,Vapiano,
1.0,STARTUP,Wikidata,https://uk.vapiano.com,2026-09-10T04:44:05.444383+00:00,Vapiano,
1.0,STARTUP,Wikidata,https://vapiano.com,2026-09-10T04:44:05.446447+00:00,Vapiano,
1.0,STARTUP,Wikidata,https://vapiano.ee,2026-09-10T04:44:05.448474+00:00,Vapiano,
1.0,STARTUP,Wikidata,https://vapiano.fi,2026-09-10T04:44:05.451056+00:00,Vapiano,
1.0,STARTUP,Wikidata,https://vapiano.lt,2026-09-10T04:44:05.453520+00:00,Vapiano,
1.0,STARTUP,Wikidata,https://vapiano.se,2026-09-10T04:44:05.455649+00:00,Vapiano,
1.0,STARTUP,Wikidata,https://vapianorestaurants.nl,2026-09-10T04:44:05.457697+00:00,Vapiano,
1.0,STARTUP,Wikidata,https://www.vapiano.de,2026-09-10T04:44:05.459715+00:00,Vapiano,
1.0,STARTUP,Wikidata,https://www.vapiano.fr,2026-09-10T04:44:05.461505+00:00,Vapiano,
1.0,STARTUP,Wikidata,https://www.vapiano.lu,2026-09-10T04:44:05.463274+00:00,Vapiano,
1.0,STARTUP,Wikidata,https://www.vapiano.warszawa.pl,2026-09-10T04:44:05.465436+00:00,Vapiano,
1.0,STARTUP,Wikidata,https://lg.lv/majoklim,2026-09-10T04:44:05.467721+00:00,Latvijas Gāze,115
1.0,STARTUP,Wikidata,http://www.cretacolor.com,2026-09-10T04:44:05.469819+00:00,Cretacolor,
1.0,STARTUP,Wikidata,http://www.ebx.com.br/,2026-09-10T04:44:05.471591+00:00,EBX Group,13000
1.0,STARTUP,Wikidata,http://www.osx.com.br/cgi/cgilua.exe/sys/start.htm?sid=146&lng=us,2026-09-10T04:44:05.473415+00:00,EBX Group,13000
1.0,STARTUP,Wikidata,http://www.novartis.com/,2026-09-10T04:44:05.475589+00:00,Novartis,119418
1.0,STARTUP,Wikidata,https://www.bandai.co.jp/,2026-09-10T04:44:05.477376+00:00,Bandai,810
1.0,STARTUP,Wikidata,http://lmwindpower.com,2026-09-10T04:44:05.479140+00:00,LM Wind Power,
1.0,STARTUP,Wikidata,http://valiantuniverse.com/,2026-09-10T04:44:05.480931+00:00,Valiant Comics,
1.0,STARTUP,Wikidata,http://aeroprakt.kiev.ua/,2026-09-10T04:44:05.483089+00:00,Aeroprakt,
1.0,STARTUP,Wikidata,http://awshipmanagement.com/,2026-09-10T04:44:05.485170+00:00,Andrew Weir Shipping,
1.0,STARTUP,Wikidata,https://www.enercon.de,2026-09-10T04:44:05.487028+00:00,Enercon,
1.0,STARTUP,Wikidata,http://www.inmocolonial.com/,2026-09-10T04:44:05.488807+00:00,Inmobiliaria Colonial,234
1.0,STARTUP,Wikidata,https://workspace.google.com/,2026-09-10T04:44:05.490672+00:00,Google Workspace,
1.0,STARTUP,Wikidata,http://www.fernandes.co.jp/,2026-09-10T04:44:05.492552+00:00,Fernandes Guitars,
1.0,STARTUP,Wikidata,http://www.givaudan.com/,2026-09-10T04:44:05.494270+00:00,Givaudan S.A.,
1.0,STARTUP,Wikidata,https://www.oticon.com,2026-09-10T04:44:05.495953+00:00,Oticon,
1.0,STARTUP,Wikidata,http://www.boudinbakery.com,2026-09-10T04:44:05.497559+00:00,Boudin Bakery,
1.0,STARTUP,Wikidata,http://www.funfactory.com/,2026-09-10T04:44:05.499365+00:00,Fun Factory,120
1.0,STARTUP,Wikidata,https://pearltrees.com/,2026-09-10T04:44:05.501453+00:00,Pearltrees,
1.0,STARTUP,Wikidata,http://www.wirsol.de/,2026-09-10T04:44:05.503380+00:00,WIRCON Group,
1.0,STARTUP,Wikidata,https://hydro.com,2026-09-10T04:44:05.505130+00:00,Norsk Hydro,31000
1.0,STARTUP,Wikidata,https://snohetta.com,2026-09-10T04:44:05.507059+00:00,Snøhetta,350
1.0,STARTUP,Wikidata,http://www.ingenic.cn/,2026-09-10T04:44:05.509116+00:00,Ingenic Semiconductor,
1.0,STARTUP,Wikidata,http://www.andritz.com/hydro,2026-09-10T04:44:05.510874+00:00,Andritz Hydro,
1.0,STARTUP,Wikidata,https://www.iosysos.com/,2026-09-10T04:44:05.512577+00:00,IOSYS,
1.0,STARTUP,Wikidata,http://www.sovcomflot.ru,2026-09-10T04:44:05.514231+00:00,Sovcomflot,
1.0,STARTUP,Wikidata,https://www.ubagroup.com/,2026-09-10T04:44:05.516611+00:00,United Bank for Africa,
1.0,STARTUP,Wikidata,https://global.jr-central.co.jp/de/,2026-09-10T04:44:05.518653+00:00,Central Japan Railway Company,18148
1.0,STARTUP,Wikidata,https://global.jr-central.co.jp/en/,2026-09-10T04:44:05.523775+00:00,Central Japan Railway Company,18148
1.0,STARTUP,Wikidata,https://global.jr-central.co.jp/fr/,2026-09-10T04:44:05.526139+00:00,Central Japan Railway Company,18148
1.0,STARTUP,Wikidata,https://global.jr-central.co.jp/ko/,2026-09-10T04:44:05.528006+00:00,Central Japan Railway Company,18148
1.0,STARTUP,Wikidata,https://global.jr-central.co.jp/th/,2026-09-10T04:44:05.529923+00:00,Central Japan Railway Company,18148
1.0,STARTUP,Wikidata,https://global.jr-central.co.jp/zh-CN/,2026-09-10T04:44:05.532001+00:00,Central Japan Railway Company,18148
1.0,STARTUP,Wikidata,https://global.jr-central.co.jp/zh-TW/,2026-09-10T04:44:05.534416+00:00,Central Japan Railway Company,18148
1.0,STARTUP,Wikidata,https://jr-central.co.jp/,2026-09-10T04:44:05.536364+00:00,Central Japan Railway Company,18148
1.0,STARTUP,Wikidata,https://www.ponycanyon.biz/,2026-09-10T04:44:05.538025+00:00,Pony Canyon,
1.0,STARTUP,Wikidata,https://www.ponycanyon.co.jp/,2026-09-10T04:44:05.539880+00:00,Pony Canyon,
1.0,STARTUP,Wikidata,https://www.vattenfall.nl,2026-09-10T04:44:05.544075+00:00,Vattenfall Nederland,
1.0,STARTUP,Wikidata,https://www.tibco.com/,2026-09-10T04:44:05.546023+00:00,Tibco Software,4200
1.0,STARTUP,Wikidata,http://www.dhl.com,2026-09-10T04:44:05.547876+00:00,DHL Global Forwarding,38000
1.0,STARTUP,Wikidata,http://www.rosatom.ru/en/,2026-09-10T04:44:05.550498+00:00,Rosatom,256600
1.0,STARTUP,Wikidata,http://www.vitakraft.de,2026-09-10T04:44:05.552940+00:00,Vitakraft,
1.0,STARTUP,Wikidata,http://www.tsunashimaen.co.jp/,2026-09-10T04:44:05.555311+00:00,Tsunashimaen,
1.0,STARTUP,Wikidata,http://www.questarcorporation.com,2026-09-10T04:44:05.557754+00:00,Questar Corporation,
1.0,STARTUP,Wikidata,https://www.hydac.com/de-de/start.html,2026-09-10T04:44:05.560016+00:00,HYDAC,
1.0,STARTUP,Wikidata,http://www.lionsgate.com,2026-09-10T04:44:05.561878+00:00,Starz Entertainment,
1.0,STARTUP,Wikidata,http://www.african-minerals.com/,2026-09-10T04:44:05.563639+00:00,African Minerals,
1.0,STARTUP,Wikidata,http://www.arm.co.za/,2026-09-10T04:44:05.565340+00:00,African Rainbow Minerals,10281
1.0,STARTUP,Wikidata,http://www.ojiholdings.co.jp/,2026-09-10T04:44:05.567595+00:00,Oji Holdings,
1.0,STARTUP,Wikidata,http://www.avid.com,2026-09-10T04:44:05.569714+00:00,Avid Technology,
1.0,STARTUP,Wikidata,http://www.birel.it,2026-09-10T04:44:05.571487+00:00,Birel,
1.0,STARTUP,Wikidata,http://www.sigmafotbal.cz/,2026-09-10T04:44:05.573342+00:00,SK Sigma Olomouc,12
1.0,STARTUP,Wikidata,http://www.nullsoft.com/,2026-09-10T04:44:05.575307+00:00,Nullsoft,
1.0,STARTUP,Wikidata,https://www.osakagas.co.jp/,2026-09-10T04:44:05.577087+00:00,Osaka Gas,21250
1.0,STARTUP,Wikidata,http://www.tiogruppen.com/en/Designers/Designers.aspx,2026-09-10T04:44:05.578735+00:00,10-Gruppen,
1.0,STARTUP,Wikidata,http://www.valtra.com/,2026-09-10T04:44:05.580513+00:00,Valtra,
1.0,STARTUP,Wikidata,http://www.air-zermatt.ch/,2026-09-10T04:44:05.582459+00:00,Air Zermatt,
1.0,STARTUP,Wikidata,http://www.coeur.com,2026-09-10T04:44:05.585132+00:00,Coeur Mining,1967
1.0,STARTUP,Wikidata,http://www.otsuka.co.jp/,2026-09-10T04:44:05.587403+00:00,Otsuka Pharmaceutical,
1.0,STARTUP,Wikidata,https://washnatopera.org/,2026-09-10T04:44:05.589561+00:00,Washington National Opera,
1.0,STARTUP,Wikidata,http://www.korg.com,2026-09-10T04:44:05.591557+00:00,Korg,288
1.0,STARTUP,Wikidata,https://www.arctic.de/,2026-09-10T04:44:05.593504+00:00,Arctic,
1.0,STARTUP,Wikidata,http://www.butlercapitalpartners.com/,2026-09-10T04:44:05.595285+00:00,Butler Capital Partners,
1.0,STARTUP,Wikidata,http://www.meteor.ie,2026-09-10T04:44:05.597000+00:00,Meteor Mobile Communications,
1.0,STARTUP,Wikidata,http://unisoft.com/,2026-09-10T04:44:05.599100+00:00,UniSoft,
1.0,STARTUP,Wikidata,http://www.condorferries.fr/,2026-09-10T04:44:05.601776+00:00,Condor Ferries,
1.0,STARTUP,Wikidata,https://www.smyrilline.fo/,2026-09-10T04:44:05.603635+00:00,Smyril Line,
1.0,STARTUP,Wikidata,https://www.smyrilline.com/,2026-09-10T04:44:05.605451+00:00,Smyril Line,
1.0,STARTUP,Wikidata,http://www.romaero.com,2026-09-10T04:44:05.607415+00:00,Romaero,
1.0,STARTUP,Wikidata,http://www.afriso.de/,2026-09-10T04:44:05.609522+00:00,Afriso-Euro-Index,
1.0,STARTUP,Wikidata,https://www.iskra.eu/,2026-09-10T04:44:05.611305+00:00,Iskra,
1.0,STARTUP,Wikidata,https://www.iskra.si/,2026-09-10T04:44:05.613157+00:00,Iskra,
1.0,STARTUP,Wikidata,http://www.premier-rides.com,2026-09-10T04:44:05.614912+00:00,Premier Rides,
1.0,STARTUP,Wikidata,http://www.moesk.ru/,2026-09-10T04:44:05.617068+00:00,MOESK,16000
1.0,STARTUP,Wikidata,https://www.metrovias.com.ar/,2026-09-10T04:44:05.619136+00:00,Metrovías,4500
1.0,STARTUP,Wikidata,http://www.syquest.com,2026-09-10T04:44:05.620893+00:00,SyQuest Technology,
1.0,STARTUP,Wikidata,http://www.privateerpress.com,2026-09-10T04:44:05.622588+00:00,Privateer Press,
1.0,STARTUP,Wikidata,http://sea-camper.com/site/,2026-09-10T04:44:05.624618+00:00,SEA Group,
1.0,STARTUP,Wikidata,http://www.lgt.com,2026-09-10T04:44:05.626611+00:00,LGT Group,
1.0,STARTUP,Wikidata,https://rottefella.no,2026-09-10T04:44:05.628462+00:00,Rottefella,35
1.0,STARTUP,Wikidata,https://www.crelan.be/,2026-09-10T04:44:05.630170+00:00,Crelan,
1.0,STARTUP,Wikidata,http://www.proquest.com/products-services/ProQuest-Dialog.html,2026-09-10T04:44:05.632146+00:00,Dialog,
1.0,STARTUP,Wikidata,http://www.ubisoft.co.jp/,2026-09-10T04:44:08.474577+00:00,Ubisoft Japan,
1.0,STARTUP,Wikidata,https://Twitch.tv/UbisoftKK,2026-09-10T04:44:08.479113+00:00,Ubisoft Japan,
1.0,STARTUP,Wikidata,http://www.playlife.com/,2026-09-10T04:44:08.482879+00:00,Playlife,
1.0,STARTUP,Wikidata,https://www.mercedesamgf1.com,2026-09-10T04:44:08.486560+00:00,Mercedes F1 Team,
1.0,STARTUP,Wikidata,https://www.prattwhitney.com,2026-09-10T04:44:08.489219+00:00,Pratt & Whitney,
1.0,STARTUP,Wikidata,http://www.tagaviation.com,2026-09-10T04:44:08.491991+00:00,Techniques d'Avant Garde,
1.0,STARTUP,Wikidata,http://www.ilmor.co.uk/,2026-09-10T04:44:08.494390+00:00,Ilmor,
1.0,STARTUP,Wikidata,https://www.cisco.com/,2026-09-10T04:44:08.496478+00:00,Cisco,66639
1.0,STARTUP,Wikidata,https://www.cummins.com,2026-09-10T04:44:08.498668+00:00,Cummins,
1.0,STARTUP,Wikidata,https://www.libertymedia.com/formula-one-group,2026-09-10T04:44:08.501344+00:00,Formula One Group,
1.0,STARTUP,Wikidata,https://www.meijiyasuda.co.jp/,2026-09-10T04:44:08.503736+00:00,Meiji Yasuda Life,
1.0,STARTUP,Wikidata,https://www.gartner.com/,2026-09-10T04:44:08.505724+00:00,Gartner,
1.0,STARTUP,Wikidata,https://www.oag.com/,2026-09-10T04:44:08.507736+00:00,OAG,
1.0,STARTUP,Wikidata,http://www.nordstrom.com,2026-09-10T04:44:08.509701+00:00,Nordstrom,72501
1.0,STARTUP,Wikidata,http://www.petrol.eu,2026-09-10T04:44:08.511515+00:00,Petrol Group,1525
1.0,STARTUP,Wikidata,https://www.petrol.eu/sl,2026-09-10T04:44:08.513347+00:00,Petrol Group,1525
1.0,STARTUP,Wikidata,https://www.petrol.si/,2026-09-10T04:44:08.515311+00:00,Petrol Group,1525
1.0,STARTUP,Wikidata,http://www.versant.com/,2026-09-10T04:44:08.517655+00:00,Versant Corporation,
1.0,STARTUP,Wikidata,https://www.timhortons.com,2026-09-10T04:44:08.519595+00:00,Tim Hortons,
1.0,STARTUP,Wikidata,http://www.aabar.ae/,2026-09-10T04:44:08.521333+00:00,Aabar Investments,
1.0,STARTUP,Wikidata,https://www.fender.com/,2026-09-10T04:44:08.523014+00:00,Fender Musical Instruments Corporation,
1.0,STARTUP,Wikidata,http://www.blu.it/,2026-09-10T04:44:08.525040+00:00,Blu,
1.0,STARTUP,Wikidata,http://www.alpine.at/,2026-09-10T04:44:08.526982+00:00,Alpine Holding,
1.0,STARTUP,Wikidata,http://www.sartorius.com/,2026-09-10T04:44:08.528701+00:00,Sartorius AG,
1.0,STARTUP,Wikidata,https://www.post.lt/en/,2026-09-10T04:44:08.530344+00:00,"Lietuvos paštas, AB",2711
1.0,STARTUP,Wikidata,http://www.dbschenkerusa.com,2026-09-10T04:44:08.532167+00:00,BAX Global,
1.0,STARTUP,Wikidata,https://www.weekendavisen.dk/,2026-09-10T04:44:08.534266+00:00,Weekendavisen,
1.0,STARTUP,Wikidata,http://www.phoenixcontact.com/,2026-09-10T04:44:08.536259+00:00,Phoenix Contact,20300
1.0,STARTUP,Wikidata,http://www.jp.horiba.com/,2026-09-10T04:44:08.538093+00:00,Horiba,
1.0,STARTUP,Wikidata,https://www.checkpoint.com,2026-09-10T04:44:08.539892+00:00,Check Point,
1.0,STARTUP,Wikidata,http://www.computershare.com/,2026-09-10T04:44:08.542037+00:00,Computershare,
1.0,STARTUP,Wikidata,http://www.atlas-elektronik.com/,2026-09-10T04:44:08.543943+00:00,Atlas Elektronik,
1.0,STARTUP,Wikidata,http://www.mauricelacroix.com,2026-09-10T04:44:08.545790+00:00,Maurice Lacroix,
1.0,STARTUP,Wikidata,http://www.rtm.gov.my,2026-09-10T04:44:08.547592+00:00,Radio Televisyen Malaysia,
1.0,STARTUP,Wikidata,https://www.gardena.com/,2026-09-10T04:44:08.549587+00:00,Gardena AG,
1.0,STARTUP,Wikidata,https://www.gucci.com/,2026-09-10T04:44:08.551742+00:00,Gucci,20711
1.0,STARTUP,Wikidata,http://www.qingling.com.cn/,2026-09-10T04:44:08.553663+00:00,Qingling Motors,
1.0,STARTUP,Wikidata,http://www.ricoh.com/,2026-09-10T04:44:08.555468+00:00,Ricoh,
1.0,STARTUP,Wikidata,https://jp.ricoh.com/,2026-09-10T04:44:08.557452+00:00,Ricoh,
1.0,STARTUP,Wikidata,http://www.atkearney.com/,2026-09-10T04:44:08.559379+00:00,Kearney,
1.0,STARTUP,Wikidata,https://mgm.com/,2026-09-10T04:44:08.561136+00:00,Metro-Goldwyn-Mayer,
1.0,STARTUP,Wikidata,http://www.idb.ie/,2026-09-10T04:44:08.562849+00:00,Ornua,
1.0,STARTUP,Wikidata,https://www.bridgestone.com/,2026-09-10T04:44:08.564711+00:00,Bridgestone,
1.0,STARTUP,Wikidata,http://www.odebrecht-ec.com/,2026-09-10T04:44:08.566989+00:00,Odebrecht Engenharia & Construção,
1.0,STARTUP,Wikidata,http://www.rendition.com,2026-09-10T04:44:08.569047+00:00,Rendition,
1.0,STARTUP,Wikidata,https://www.rado.com,2026-09-10T04:44:08.570851+00:00,Rado,
1.0,STARTUP,Wikidata,http://www.o-i.com,2026-09-10T04:44:08.572582+00:00,Owens-Illinois,
1.0,STARTUP,Wikidata,http://www.neuffer.de,2026-09-10T04:44:08.574752+00:00,Fensterfabrik Gebrüder Neuffer,
1.0,STARTUP,Wikidata,http://www.maplesoft.com/,2026-09-10T04:44:08.576782+00:00,Waterloo Maple,
1.0,STARTUP,Wikidata,http://www.fahrzeugtechnik-dessau.de,2026-09-10T04:44:08.578611+00:00,Fahrzeugtechnik Dessau,
1.0,STARTUP,Wikidata,http://www.alpina-watches.com/,2026-09-10T04:44:08.580315+00:00,Alpina Watches,
1.0,STARTUP,Wikidata,https://www.heinekeninternational.com,2026-09-10T04:44:08.582440+00:00,Heineken International,
1.0,STARTUP,Wikidata,https://www.theheinekencompany.com/,2026-09-10T04:44:08.584558+00:00,Heineken International,
1.0,STARTUP,Wikidata,http://www.cae.com,2026-09-10T04:44:08.586443+00:00,CAE Inc.,
1.0,STARTUP,SEC EDGAR,https://www.sec.gov/edgar/browse/?CIK=0001045810,2026-09-10T04:44:15.531422+00:00,Nvidia Corp,
1.0,STARTUP,SEC EDGAR,https://www.sec.gov/edgar/browse/?CIK=0000320193,2026-09-10T04:44:15.544078+00:00,Apple Inc.,
1.0,STARTUP,SEC EDGAR,https://www.sec.gov/edgar/browse/?CIK=0001652044,2026-09-10T04:44:15.546916+00:00,Alphabet Inc.,
1.0,STARTUP,SEC EDGAR,https://www.sec.gov/edgar/browse/?CIK=0000789019,2026-09-10T04:44:15.549449+00:00,Microsoft Corp,
1.0,STARTUP,SEC EDGAR,https://www.sec.gov/edgar/browse/?CIK=0001018724,2026-09-10T04:44:15.552345+00:00,Amazon Com Inc,
1.0,STARTUP,SEC EDGAR,https://www.sec.gov/edgar/browse/?CIK=0001730168,2026-09-10T04:44:15.554824+00:00,Broadcom Inc.,
1.0,STARTUP,SEC EDGAR,https://www.sec.gov/edgar/browse/?CIK=0001326801,2026-09-10T04:44:15.556944+00:00,"Meta Platforms, Inc.",
1.0,STARTUP,SEC EDGAR,https://www.sec.gov/edgar/browse/?CIK=0001318605,2026-09-10T04:44:15.559507+00:00,"Tesla, Inc.",
1.0,STARTUP,SEC EDGAR,https://www.sec.gov/edgar/browse/?CIK=0000723125,2026-09-10T04:44:15.561777+00:00,Micron Technology Inc,
1.0,STARTUP,SEC EDGAR,https://www.sec.gov/edgar/browse/?CIK=0001067983,2026-09-10T04:44:15.563800+00:00,Berkshire Hathaway Inc,
1.0,STARTUP,SEC EDGAR,https://www.sec.gov/edgar/browse/?CIK=0000059478,2026-09-10T04:44:15.565675+00:00,Eli Lilly & Co,
1.0,STARTUP,SEC EDGAR,https://www.sec.gov/edgar/browse/?CIK=0000019617,2026-09-10T04:44:15.567723+00:00,Jpmorgan Chase & Co,
1.0,STARTUP,SEC EDGAR,https://www.sec.gov/edgar/browse/?CIK=0000104169,2026-09-10T04:44:15.570329+00:00,Walmart Inc.,
1.0,STARTUP,SEC EDGAR,https://www.sec.gov/edgar/browse/?CIK=0000002488,2026-09-10T04:44:15.572450+00:00,Advanced Micro Devices Inc,
1.0,STARTUP,SEC EDGAR,https://www.sec.gov/edgar/browse/?CIK=0001403161,2026-09-10T04:44:15.574327+00:00,Visa Inc.,
1.0,STARTUP,SEC EDGAR,https://www.sec.gov/edgar/browse/?CIK=0000200406,2026-09-10T04:44:15.576332+00:00,Johnson & Johnson,
1.0,STARTUP,SEC EDGAR,https://www.sec.gov/edgar/browse/?CIK=0000937966,2026-09-10T04:44:15.578484+00:00,Asml Holding Nv,
