canonicalId,canonicalName,rawEntityName,employeeCount,sourceName,sourceUrl,collectedAt,matchStrategy,confidence
,,Google,187000,Wikidata,https://about.google/,2026-09-10T04:39:50.773910+00:00,UNRESOLVED,0.0
,,Intel,121100,Wikidata,https://www.intel.com,2026-09-10T04:39:50.784257+00:00,UNRESOLVED,0.0
,,Apple Inc.,164000,Wikidata,https://apple.com.cn/,2026-09-10T04:39:50.787567+00:00,UNRESOLVED,0.0
,,Apple Inc.,164000,Wikidata,https://apple.com/,2026-09-10T04:39:50.790417+00:00,UNRESOLVED,0.0
,,Apple Inc.,164000,Wikidata,https://apple.com/ae-ar/,2026-09-10T04:39:50.793240+00:00,UNRESOLVED,0.0
,,Apple Inc.,164000,Wikidata,https://apple.com/ae/,2026-09-10T04:39:50.795765+00:00,UNRESOLVED,0.0
,,Apple Inc.,164000,Wikidata,https://apple.com/am/,2026-09-10T04:39:50.798044+00:00,UNRESOLVED,0.0
,,Apple Inc.,164000,Wikidata,https://apple.com/at/,2026-09-10T04:39:50.800124+00:00,UNRESOLVED,0.0
,,Apple Inc.,164000,Wikidata,https://apple.com/au/,2026-09-10T04:39:50.802175+00:00,UNRESOLVED,0.0
,,Apple Inc.,164000,Wikidata,https://apple.com/az/,2026-09-10T04:39:50.804144+00:00,UNRESOLVED,0.0
,,Apple Inc.,164000,Wikidata,https://apple.com/befr/,2026-09-10T04:39:50.805970+00:00,UNRESOLVED,0.0
,,Apple Inc.,164000,Wikidata,https://apple.com/benl/,2026-09-10T04:39:50.807795+00:00,UNRESOLVED,0.0
,,Apple Inc.,164000,Wikidata,https://apple.com/bg/,2026-09-10T04:39:50.809746+00:00,UNRESOLVED,0.0
,,Apple Inc.,164000,Wikidata,https://apple.com/bh-ar/,2026-09-10T04:39:50.812187+00:00,UNRESOLVED,0.0
,,Apple Inc.,164000,Wikidata,https://apple.com/bh/,2026-09-10T04:39:50.814156+00:00,UNRESOLVED,0.0
,,Apple Inc.,164000,Wikidata,https://apple.com/br/,2026-09-10T04:39:50.815992+00:00,UNRESOLVED,0.0
,,Apple Inc.,164000,Wikidata,https://apple.com/bw/,2026-09-10T04:39:50.817730+00:00,UNRESOLVED,0.0
,,Apple Inc.,164000,Wikidata,https://apple.com/by/,2026-09-10T04:39:50.819518+00:00,UNRESOLVED,0.0
,,Apple Inc.,164000,Wikidata,https://apple.com/ca/,2026-09-10T04:39:50.821375+00:00,UNRESOLVED,0.0
,,Apple Inc.,164000,Wikidata,https://apple.com/ca/fr/,2026-09-10T04:39:50.823314+00:00,UNRESOLVED,0.0
,,Viverso,,Wikidata,http://www.viverso.com/,2026-09-10T04:43:56.631150+00:00,UNRESOLVED,0.0
,,Banco Comercial Português,,Wikidata,http://www.millenniumbcp.pt,2026-09-10T04:43:56.644060+00:00,UNRESOLVED,0.0
,,Baldwin Piano Company,,Wikidata,http://www.baldwinpiano.com,2026-09-10T04:43:56.648352+00:00,UNRESOLVED,0.0
,,Konica Minolta,36000,Wikidata,https://kmbs.konicaminolta.us/,2026-09-10T04:43:56.651928+00:00,UNRESOLVED,0.0
,,Kyosho,,Wikidata,https://www.kyosho.com/,2026-09-10T04:43:56.655475+00:00,UNRESOLVED,0.0
,,TGW Logistics Group,2000,Wikidata,http://www.tgw-group.com/,2026-09-10T04:43:56.659024+00:00,UNRESOLVED,0.0
,,APA Corporation,,Wikidata,http://www.apachecorp.com,2026-09-10T04:43:56.662038+00:00,UNRESOLVED,0.0
,,New York Mercantile Exchange,,Wikidata,https://www.nymex.com,2026-09-10T04:43:56.666245+00:00,UNRESOLVED,0.0
,,Finix Comics,,Wikidata,https://www.finix-comics.de/,2026-09-10T04:43:56.669605+00:00,UNRESOLVED,0.0
,,Agrosuper,,Wikidata,http://www.agrosuper.cl,2026-09-10T04:43:56.672199+00:00,UNRESOLVED,0.0
,,Riedel,,Wikidata,https://www.riedel.com/,2026-09-10T04:43:56.675345+00:00,UNRESOLVED,0.0
,,Vodafone,96506,Wikidata,https://www.vodafone.com/,2026-09-10T04:43:56.677651+00:00,UNRESOLVED,0.0
,,Shochiku,,Wikidata,https://www.shochiku.co.jp/,2026-09-10T04:43:56.680621+00:00,UNRESOLVED,0.0
,,Shochiku,,Wikidata,https://www.shochikufilms.com/,2026-09-10T04:43:56.684564+00:00,UNRESOLVED,0.0
,,Vínbúð,,Wikidata,http://www.vinbud.is/,2026-09-10T04:43:56.687255+00:00,UNRESOLVED,0.0
,,Istithmar World,,Wikidata,http://www.istithmarworld.com/,2026-09-10T04:43:56.690203+00:00,UNRESOLVED,0.0
,,Coal India,,Wikidata,http://www.coalindia.in/,2026-09-10T04:43:56.693076+00:00,UNRESOLVED,0.0
,,Anheuser-Busch,30849,Wikidata,https://www.anheuser-busch.com/,2026-09-10T04:43:56.695577+00:00,UNRESOLVED,0.0
,,Long Island Rail Road,,Wikidata,https://www.mta.info/lirr/,2026-09-10T04:43:56.697633+00:00,UNRESOLVED,0.0
,,Credicorp,,Wikidata,http://www.credicorpnet.com,2026-09-10T04:43:56.700776+00:00,UNRESOLVED,0.0
,,Institute of Physics and Power Engineering JSC,,Wikidata,http://www.ippe.ru,2026-09-10T04:43:56.703085+00:00,UNRESOLVED,0.0
,,arsEdition,,Wikidata,http://www.arsedition.de/,2026-09-10T04:43:56.705680+00:00,UNRESOLVED,0.0
,,Körting Hannover,,Wikidata,http://www.koerting.de/,2026-09-10T04:43:56.708505+00:00,UNRESOLVED,0.0
,,Voith Group,,Wikidata,http://www.voith.com,2026-09-10T04:43:56.710816+00:00,UNRESOLVED,0.0
,,Albemarle Corporation,,Wikidata,http://www.albemarle.com/,2026-09-10T04:43:56.712669+00:00,UNRESOLVED,0.0
,,Fitness First,,Wikidata,https://www.dwfitnessfirst.com,2026-09-10T04:43:56.715501+00:00,UNRESOLVED,0.0
,,Mynewsdesk,,Wikidata,https://www.mynewsdesk.com/,2026-09-10T04:43:56.718513+00:00,UNRESOLVED,0.0
,,Paulaner Brewery,,Wikidata,https://www.paulaner-gruppe.de,2026-09-10T04:43:56.720869+00:00,UNRESOLVED,0.0
,,Paulaner Brewery,,Wikidata,https://www.paulaner.de,2026-09-10T04:43:56.723161+00:00,UNRESOLVED,0.0
,,Belk,,Wikidata,https://www.belk.com/,2026-09-10T04:43:56.725411+00:00,UNRESOLVED,0.0
,,Pixar,1233,Wikidata,https://www.pixar.com/,2026-09-10T04:43:56.727795+00:00,UNRESOLVED,0.0
,,Levi Strauss & Co.,,Wikidata,https://www.levi.com/,2026-09-10T04:43:56.730079+00:00,UNRESOLVED,0.0
,,NHN Service Technology,,Wikidata,http://www.nhnst.com/,2026-09-10T04:43:56.732608+00:00,UNRESOLVED,0.0
,,Anheuser-Busch InBev,166632,Wikidata,https://www.ab-inbev.com/,2026-09-10T04:43:56.734853+00:00,UNRESOLVED,0.0
,,AMD,15500,Wikidata,https://www.amd.com/,2026-09-10T04:43:56.736873+00:00,UNRESOLVED,0.0
,,MTU Aero Engines,10313,Wikidata,https://www.mtu.de,2026-09-10T04:43:56.738760+00:00,UNRESOLVED,0.0
,,Kostal,,Wikidata,https://www.kostal.com/,2026-09-10T04:43:56.741594+00:00,UNRESOLVED,0.0
,,Scandic Hotels Group,10003,Wikidata,https://www.scandichotelsgroup.com/,2026-09-10T04:43:56.744025+00:00,UNRESOLVED,0.0
,,World Championship Wrestling,150,Wikidata,http://www.wwe.com/classics/wcw/,2026-09-10T04:43:56.745847+00:00,UNRESOLVED,0.0
,,Norwegian Cruise Line,,Wikidata,https://www.ncl.com/,2026-09-10T04:43:56.747567+00:00,UNRESOLVED,0.0
,,KuibyshevAzot,5500,Wikidata,http://www.kuazot.ru,2026-09-10T04:43:56.749975+00:00,UNRESOLVED,0.0
,,Reuters,2500,Wikidata,https://www.reuters.com/,2026-09-10T04:43:56.752025+00:00,UNRESOLVED,0.0
,,Longyuan Power,,Wikidata,http://www.clypg.com.cn/,2026-09-10T04:43:56.753910+00:00,UNRESOLVED,0.0
,,Total Nonstop Action Wrestling,,Wikidata,https://tnawrestling.com/,2026-09-10T04:43:56.755946+00:00,UNRESOLVED,0.0
,,Schecter Guitar Research,,Wikidata,http://www.schecterguitars.com,2026-09-10T04:43:56.758239+00:00,UNRESOLVED,0.0
,,HTM Personenvervoer,,Wikidata,https://www.htm.nl/,2026-09-10T04:43:56.760172+00:00,UNRESOLVED,0.0
,,Epoch Co.,,Wikidata,https://epoch.jp,2026-09-10T04:43:56.761942+00:00,UNRESOLVED,0.0
,,CD-adapco,,Wikidata,http://www.cd-adapco.com/,2026-09-10T04:43:56.764017+00:00,UNRESOLVED,0.0
,,CCM,,Wikidata,https://ccmhockey.com/,2026-09-10T04:43:56.766403+00:00,UNRESOLVED,0.0
,,Bodenbearbeitungsgerätewerk Leipzig,,Wikidata,http://www.amazone.de/,2026-09-10T04:43:56.768492+00:00,UNRESOLVED,0.0
